id,"code","name","definition","contains_id/id","level","comments","is_active","source_id/id","system"
serv_type_1,"1","Adoption/Permanent Care Info/Support","Adoption & permanent care information/support","","","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_217,"217","Ophthalmology","Ophthalmology","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_218,"218","Orthopaedic Surgery","Orthopaedic surgery","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_219,"219","Otolaryngology/Head & Neck Surgery","Otolaryngology - Head & Neck Surgery","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_220,"220","Plastic & Reconstructive Surgery","Plastic & Reconstructive Surgery","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_221,"221","Surgery - General","Surgery - General","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_222,"222","Urology","Urology","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_223,"223","Vascular Surgery","Vascular surgery","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_224,"224","Support Groups","Support groups","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_225,"225","Air ambulance","Air ambulance","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_226,"226","Ambulance","Ambulance","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_227,"227","Blood Transport","Blood transport","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_228,"228","Community Bus","Community bus","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_229,"229","Flying Doctor Service","Flying doctor service","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_230,"230","Patient Transport","Patient transport","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_231,"231","A&E","A&E","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_232,"232","A&EP","A&EP","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_233,"233","Abuse","Abuse","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_234,"234","ACAS","ACAS","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_235,"235","Access","Access","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_236,"236","Accident","Accident","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_237,"237","Acute Inpatient Serv","Acute Inpatient Service's","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_238,"238","Adult Day Programs","Adult Day Programs","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_239,"239","Adult Mental Health Services","Adult Mental Health Services","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_240,"240","Advice","Advice","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_241,"241","Advocacy","Advocacy","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_242,"242","Aged Persons Mental","Aged Persons Mental Health Residential Units","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_243,"243","Aged Persons Mental","Aged Persons Mental Health Services","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_244,"244","Aged Persons Mental","Aged Persons Mental Health Teams","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_245,"245","Aids","Aids","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_246,"246","Al-Anon","Al-Anon","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_247,"247","Alcohol","Alcohol","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_248,"248","Al-Teen","Al-Teen","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_249,"249","Antenatal","Antenatal","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_250,"250","Anxiety","Anxiety","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_251,"251","Arthritis","Arthritis","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_252,"252","Assessment","Assessment","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_253,"253","Assistance","Assistance","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_254,"254","Asthma","Asthma","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_255,"255","ATSS","ATSS","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_256,"256","Attendant Care","Attendant Care","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_257,"257","Babies","Babies","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_258,"258","Bathroom Modificatio","Bathroom Modification","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_259,"259","Behaviour","Behaviour","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_260,"260","Behaviour Interventi","Behaviour Intervention","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_261,"261","Bereavement","Bereavement","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_262,"262","Bipolar","Bipolar","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_263,"263","Birth","Birth","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_264,"264","Birth Control","Birth Control","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_265,"265","Birthing Options","Birthing Options","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_266,"266","BIST","BIST","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_267,"267","Blood","Blood","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_268,"268","Bone","Bone","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_269,"269","Bowel","Bowel","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_270,"270","Brain","Brain","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_271,"271","Breast Feeding","Breast Feeding","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_272,"272","Breast Screen","Breast Screen","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_273,"273","Brokerage","Brokerage","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_274,"274","Cancer","Cancer","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_275,"275","Cancer Support","Cancer Support","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_276,"276","Cardiovascular Disea","Cardiovascular Disease","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_277,"277","Care Packages","Care Packages","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_278,"278","Carer","Carer","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_279,"279","Case Management","Case Management","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_280,"280","Casualty","Casualty","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_281,"281","Centrelink","Centrelink","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_282,"282","Chemists","Chemists","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_283,"283","Child And Adolescent","Child And Adolescent Mental Health Services","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_284,"284","Child Care","Child Care","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_285,"285","Child Services","Child Services","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_286,"286","Children","Children","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_287,"287","Children's Services","Children's Services","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_288,"288","Cholesterol","Cholesterol","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_289,"289","Clothing","Clothing","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_290,"290","Community Based Acco","Community Based Accommodation","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_291,"291","Community Care Unit","Community Care Unit","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_292,"292","Community Child And","Community Child And Adolescent Mental Health Services","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_293,"293","Community Health","Community Health","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_294,"294","Community Residentia","Community Residential Unit","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_295,"295","Community Transport","Community Transport","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_296,"296","Companion Visiting","Companion Visiting","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_297,"297","Companionship","Companionship","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_298,"298","Consumer Advice","Consumer Advice","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_299,"299","Consumer Issues","Consumer Issues","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_300,"300","Continuing Care Serv","Continuing Care Services","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_301,"301","Contraception Inform","Contraception Information","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_302,"302","Coordinating Bodies","Coordinating Bodies","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_303,"303","Correctional Service","Correctional Services","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_304,"304","Council Environmenta","Council Environmental Health","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_305,"305","Counselling","Counselling","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_306,"306","Criminal","Criminal","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_307,"307","Crises","Crises","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_308,"308","Crisis Assessment And Treatment Services (Cats)","Crisis Assessment And Treatment Services (Cats)","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_309,"309","Crisis Assistance","Crisis Assistance","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_310,"310","Crisis Refuge","Crisis Refuge","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_311,"311","Day Program","Day Program","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_312,"312","Deaf","Deaf","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_313,"313","Dental Hygiene","Dental Hygiene","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_314,"314","Dentistry","Dentistry","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_315,"315","Dentures","Dentures","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_316,"316","Depression","Depression","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_317,"317","Detoxification","Detoxification","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_318,"318","Diabetes","Diabetes","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_319,"319","Diaphragm Fitting","Diaphragm Fitting","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_320,"320","Dieticians","Dieticians","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_321,"321","Disabled Parking","Disabled Parking","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_322,"322","District Nursing","District Nursing","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_323,"323","Divorce","Divorce","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_324,"324","Doctors","Doctors","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_325,"325","Drink-Drive","Drink-Drive","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_326,"326","Dual Diagnosis Servi","Dual Diagnosis Services","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_327,"327","Early Choice","Early Choice","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_328,"328","Eating Disorder","Eating Disorder","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_330,"330","Emergency Relief","Emergency Relief","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_331,"331","Employment And Train","Employment And Training","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_332,"332","Environment","Environment","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_333,"333","Equipment","Equipment","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_334,"334","Exercise","Exercise","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_335,"335","Facility","Facility","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_336,"336","Family Choice","Family Choice","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_337,"337","Family Law","Family Law","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_338,"338","Family Options","Family Options","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_339,"339","Family Services","Family Services","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_340,"340","FFYA","FFYA","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_341,"341","Financial Aid","Financial Aid","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_342,"342","Fitness","Fitness","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_343,"343","Flexible Care Packag","Flexible Care Packages","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_344,"344","Food","Food","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_345,"345","Food Vouchers","Food Vouchers","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_346,"346","Forensic Mental Heal","Forensic Mental Health Services","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_347,"347","Futures","Futures","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_348,"348","Futures For Young Ad","Futures For Young Adults","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_349,"349","General Practitioner","General Practitioners","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_350,"350","Grants","Grants","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_351,"351","Grief","Grief","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_352,"352","Grief Counselling","Grief Counselling","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_353,"353","HACC","HACC","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_354,"354","Heart Disease","Heart Disease","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_355,"355","Help","Help","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_356,"356","High Blood Pressure","High Blood Pressure","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_357,"357","Home Help","Home Help","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_358,"358","Home Nursing","Home Nursing","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_359,"359","Homefirst","Homefirst","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_360,"360","Hospice Care","Hospice Care","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_361,"361","Hospital Services","Hospital Services","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_362,"362","Hospital To Home","Hospital To Home","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_364,"364","Hostel","Hostel","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_365,"365","Hostel Accommodation","Hostel Accommodation","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_366,"366","Household Items","Household Items","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_367,"367","Hypertension","Hypertension","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_368,"368","Illness","Illness","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_369,"369","Independent Living","Independent Living","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_370,"370","Information","Information","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_371,"371","Injury","Injury","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_372,"372","Intake","Intake","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_373,"373","Intensive Mobile You","Intensive Mobile Youth Outreach Services (Imyos)","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_374,"374","Intervention","Intervention","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_375,"375","Job Searching","Job Searching","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_376,"376","Justice","Justice","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_377,"377","Leisure","Leisure","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_378,"378","Loans","Loans","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_379,"379","Low Income Earners","Low Income Earners","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_380,"380","Lung","Lung","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_381,"381","Making A Difference","Making A Difference","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_382,"382","Medical Services","Medical Services","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_383,"383","Medical Specialists","Medical Specialists","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_384,"384","Medication Administr","Medication Administration","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_385,"385","Menstrual Informatio","Menstrual Information","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_386,"386","Methadone","Methadone","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_387,"387","Mobile Support And T","Mobile Support And Treatment Services (MSTS)","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_388,"388","Motor Neurone","Motor Neurone","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_389,"389","Multiple Sclerosis","Multiple Sclerosis","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_390,"390","Neighbourhood House","Neighbourhood House","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_391,"391","Nursing Home","Nursing Home","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_392,"392","Nursing Mothers","Nursing Mothers","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_393,"393","Obesity","Obesity","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_394,"394","Occupational Health","Occupational Health & Safety","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_395,"395","Optometrist","Optometrist","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_396,"396","Oral Hygiene","Oral Hygiene","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_397,"397","Outpatients","Outpatients","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_398,"398","Outreach Service","Outreach Service","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_399,"399","PADP","PADP","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_400,"400","Pain","Pain","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_401,"401","Pap Smear","Pap Smear","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_402,"402","Parenting","Parenting","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_403,"403","Peak Organisations","Peak Organisations","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_404,"404","Personal Care","Personal Care","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_405,"405","Pharmacies","Pharmacies","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_406,"406","Phobias","Phobias","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_407,"407","Physical","Physical","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_408,"408","Physical Activity","Physical Activity","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_409,"409","Postnatal","Postnatal","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_410,"410","Pregnancy","Pregnancy","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_411,"411","Pregnancy Tests","Pregnancy Tests","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_412,"412","Preschool","Preschool","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_413,"413","Prescriptions","Prescriptions","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_414,"414","Primary Mental Healt","Primary Mental Health And Early Intervention Teams","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_415,"415","Property Maintenance","Property Maintenance","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_416,"416","Prostate","Prostate","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_417,"417","Psychiatric","Psychiatric","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_418,"418","Psychiatric Disabili","Psychiatric Disability Support Services - Home-Based Outreach","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_419,"419","Psychiatric Disabili","Psychiatric Disability Support Services - Planned Respite","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_420,"420","Psychiatric Disabili","Psychiatric Disability Support Services - Residential Rehabilitation","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_421,"421","Psychiatric Disabili","Psychiatric Disability Support Services Home-Based Outreach","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_422,"422","Psychiatric Disability Support Services Mutual Support And Self Help","Psychiatric Disability Support Services Mutual Support And Self Help","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_423,"423","Psychiatric Support","Psychiatric Support","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_424,"424","Recreation","Recreation","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_425,"425","Referral","Referral","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_426,"426","Refuge","Refuge","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_427,"427","Rent Assistance","Rent Assistance","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_428,"428","Residential Facilities","Residential Facilities","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_429,"429","Residential Respite","Residential Respite","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_430,"430","Respiratory","Respiratory","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_431,"431","Response","Response","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_432,"432","Rooming Houses","Rooming Houses","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_433,"433","Safe Sex","Safe Sex","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_434,"434","Secure Extended Care Inpatient Services","Secure Extended Care Inpatient Services","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_435,"435","Self Help","Self Help","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_436,"436","Separation","Separation","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_437,"437","Services","Services","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_438,"438","Sex Education","Sex Education","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_439,"439","Sexual Abuse","Sexual Abuse","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_440,"440","Sexual Issues","Sexual Issues","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_441,"441","Sexually Transmitted Diseases","Sexually Transmitted Diseases","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_442,"442","SIDS","SIDS","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_443,"443","Social Support","Social Support","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_444,"444","Socialisation","Socialisation","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_445,"445","Special Needs","Special Needs","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_446,"446","Speech Therapist","Speech Therapist","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_447,"447","Splinting","Splinting","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_448,"448","Sport","Sport","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_449,"449","Statewide And Specialist Services","Statewide And Specialist Services","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_450,"450","STD","STD","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_451,"451","STI","STI","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_452,"452","Stillbirth","Stillbirth","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_453,"453","Stomal Care","Stomal Care","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_454,"454","Stroke","Stroke","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_455,"455","Substance Abuse","Substance Abuse","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_456,"456","Support","Support","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
serv_type_457,"457","Syringes","Syringes","","","base.hl7fhir","http://hl7.org/fhir/ValueSet/service-type"
