"id","contains_ids/id","level","comments","is_active","source_id/id","system"
hc_base.subs_code_8179009_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_8184003_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_8202008_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_8203003_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_8204009_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_8222007_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_8227001_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_8230008_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_8237006_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_8252004_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_8261004_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_8268005_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_8270001_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_8300003_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_8313009_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_8342001_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_8343006_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_8354001_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_8355000_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_8362009_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_8365006_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_8376005_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_8385005_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_8429000_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_8450009_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_8452001_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_8456003_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_8460000_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_8473001_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_8474007_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_8484008_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_8486005_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_8487001_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_8491006_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_8498000_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_8507001_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_8514004_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_8525008_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_8534003_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_8537005_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_8578007_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_8591008_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_8612007_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_8620009_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_8631001_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_8653004_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_8660005_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_8687009_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_8689007_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_8701002_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_8731008_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_8740007_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_8761000_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_8767001_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_8785008_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_8786009_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_8817004_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_8818009_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_8822004_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_8836009_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_8858006_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_8865003_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_8878003_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_8886003_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_8908003_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_8914005_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_8919000_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_8926000_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_8969008_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_8977007_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_8987006_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_8991001_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_9010006_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_9013008_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_9021002_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_9045003_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_9052001_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_9054000_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_9103003_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_9110009_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_9125009_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_9172009_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_9183000_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_9189001_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_9195000_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_9220005_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_9234005_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_9246009_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_9253000_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_9270008_hc_vs_substance_code,,,,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_105590001_hc_vs_substance_code,,"1",,,"base.snomed","http://snomed.info"
hc_base.subs_code_406455002_hc_vs_substance_code,"hc_base.subs_code_105590001","2",,,"base.snomed","http://snomed.info"
hc_base.subs_code_420056007_hc_vs_substance_code,"hc_base.subs_code_105590001","2",,,"base.snomed","http://snomed.info"
hc_base.subs_code_115668003_hc_vs_substance_code,"hc_base.subs_code_105590001","2",,,"base.snomed","http://snomed.info"
hc_base.subs_code_91720002_hc_vs_substance_code,"hc_base.subs_code_105590001","2",,,"base.snomed","http://snomed.info"
hc_base.subs_code_61321005_hc_vs_substance_code,"hc_base.subs_code_105590001","2",,,"base.snomed","http://snomed.info"
hc_base.subs_code_441900009_hc_vs_substance_code,"hc_base.subs_code_105590001","2",,,"base.snomed","http://snomed.info"
hc_base.subs_code_116273005_hc_vs_substance_code,"hc_base.subs_code_105590001","2",,,"base.snomed","http://snomed.info"
hc_base.subs_code_410942007_hc_vs_substance_code,"hc_base.subs_code_105590001","2",,,"base.snomed","http://snomed.info"
hc_base.subs_code_260769002_hc_vs_substance_code,"hc_base.subs_code_105590001","2",,,"base.snomed","http://snomed.info"
hc_base.subs_code_21847005_hc_vs_substance_code,"hc_base.subs_code_105590001","2",,,"base.snomed","http://snomed.info"
hc_base.subs_code_438951008_hc_vs_substance_code,"hc_base.subs_code_105590001","2",,,"base.snomed","http://snomed.info"
hc_base.subs_code_115669006_hc_vs_substance_code,"hc_base.subs_code_105590001","2",,,"base.snomed","http://snomed.info"
hc_base.subs_code_312412007_hc_vs_substance_code,"hc_base.subs_code_105590001","2",,,"base.snomed","http://snomed.info"
hc_base.subs_code_312413002_hc_vs_substance_code,"hc_base.subs_code_105590001","2",,,"base.snomed","http://snomed.info"
hc_base.subs_code_312417001_hc_vs_substance_code,"hc_base.subs_code_105590001","2",,,"base.snomed","http://snomed.info"
hc_base.subs_code_413477004_hc_vs_substance_code,"hc_base.subs_code_406455002","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_406472009_hc_vs_substance_code,"hc_base.subs_code_406455002","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_406473004_hc_vs_substance_code,"hc_base.subs_code_406455002","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_410980008_hc_vs_substance_code,"hc_base.subs_code_406455002","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_709759000_hc_vs_substance_code,"hc_base.subs_code_406455002","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_406470001_hc_vs_substance_code,"hc_base.subs_code_406455002","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_406468005_hc_vs_substance_code,"hc_base.subs_code_406455002","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_406467000_hc_vs_substance_code,"hc_base.subs_code_406455002","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_406469002_hc_vs_substance_code,"hc_base.subs_code_406455002","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_406464007_hc_vs_substance_code,"hc_base.subs_code_406455002","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_410981007_hc_vs_substance_code,"hc_base.subs_code_406455002","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_111111009_hc_vs_substance_code,"hc_base.subs_code_115668003","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_418980009_hc_vs_substance_code,"hc_base.subs_code_115668003,hc_base.subs_code_410942007","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_115673009_hc_vs_substance_code,"hc_base.subs_code_115668003","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_115672004_hc_vs_substance_code,"hc_base.subs_code_115668003","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_256906008_hc_vs_substance_code,"hc_base.subs_code_115668003","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_173320002_hc_vs_substance_code,"hc_base.subs_code_115668003","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_67271001_hc_vs_substance_code,"hc_base.subs_code_115668003","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_417176000_hc_vs_substance_code,"hc_base.subs_code_115668003","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_17948008_hc_vs_substance_code,"hc_base.subs_code_115668003","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_106205006_hc_vs_substance_code,"hc_base.subs_code_115668003","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_106181007_hc_vs_substance_code,"hc_base.subs_code_115668003","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_85860001_hc_vs_substance_code,"hc_base.subs_code_115668003,hc_base.subs_code_91720002","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_35069000_hc_vs_substance_code,"hc_base.subs_code_115668003","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_226355009_hc_vs_substance_code,"hc_base.subs_code_115668003","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_289958009_hc_vs_substance_code,"hc_base.subs_code_115668003","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_88878007_hc_vs_substance_code,"hc_base.subs_code_115668003","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_124027001_hc_vs_substance_code,"hc_base.subs_code_115668003","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_116647005_hc_vs_substance_code,"hc_base.subs_code_115668003","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_264502000_hc_vs_substance_code,"hc_base.subs_code_91720002","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_32457005_hc_vs_substance_code,"hc_base.subs_code_91720002","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_413674002_hc_vs_substance_code,"hc_base.subs_code_91720002,hc_base.subs_code_260769002","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_46242002_hc_vs_substance_code,"hc_base.subs_code_91720002","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_11891009_hc_vs_substance_code,"hc_base.subs_code_91720002","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_88921000_hc_vs_substance_code,"hc_base.subs_code_91720002","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_61268003_hc_vs_substance_code,"hc_base.subs_code_91720002","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_116180002_hc_vs_substance_code,"hc_base.subs_code_91720002","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_396196005_hc_vs_substance_code,"hc_base.subs_code_91720002","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_62812000_hc_vs_substance_code,"hc_base.subs_code_91720002","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_255622004_hc_vs_substance_code,"hc_base.subs_code_91720002","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_396195009_hc_vs_substance_code,"hc_base.subs_code_91720002","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_416814000_hc_vs_substance_code,"hc_base.subs_code_91720002","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_88376000_hc_vs_substance_code,"hc_base.subs_code_61321005","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_39701004_hc_vs_substance_code,"hc_base.subs_code_61321005","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_24648004_hc_vs_substance_code,"hc_base.subs_code_61321005","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_41469002_hc_vs_substance_code,"hc_base.subs_code_61321005,hc_base.subs_code_88878007","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_72909000_hc_vs_substance_code,"hc_base.subs_code_61321005,hc_base.subs_code_7120007","3","","","base.snomed","http://snomed.info"
hc_base.subs_code_312414008_hc_vs_substance_code,"hc_base.subs_code_441900009,hc_base.subs_code_312412007","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_312415009_hc_vs_substance_code,"hc_base.subs_code_441900009,hc_base.subs_code_312413002","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_230051009_hc_vs_substance_code,"hc_base.subs_code_116273005","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_226465004_hc_vs_substance_code,"hc_base.subs_code_116273005","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_427298002_hc_vs_substance_code,"hc_base.subs_code_116273005","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_59533004_hc_vs_substance_code,"hc_base.subs_code_116273005","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_255620007_hc_vs_substance_code,"hc_base.subs_code_116273005","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_229979003_hc_vs_substance_code,"hc_base.subs_code_116273005","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_226356005_hc_vs_substance_code,"hc_base.subs_code_116273005","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_440551000124102_hc_vs_substance_code,"hc_base.subs_code_116273005","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_372486003_hc_vs_substance_code,"hc_base.subs_code_410942007","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_24686008_hc_vs_substance_code,"hc_base.subs_code_410942007","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_372621000_hc_vs_substance_code,"hc_base.subs_code_410942007","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_64896002_hc_vs_substance_code,"hc_base.subs_code_410942007","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_417485007_hc_vs_substance_code,"hc_base.subs_code_410942007","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_373265006_hc_vs_substance_code,"hc_base.subs_code_410942007","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_373266007_hc_vs_substance_code,"hc_base.subs_code_410942007","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_373249005_hc_vs_substance_code,"hc_base.subs_code_410942007","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_372806008_hc_vs_substance_code,"hc_base.subs_code_410942007","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_372688009_hc_vs_substance_code,"hc_base.subs_code_410942007","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_373289004_hc_vs_substance_code,"hc_base.subs_code_410942007","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_52720007_hc_vs_substance_code,"hc_base.subs_code_410942007","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_419853008_hc_vs_substance_code,"hc_base.subs_code_410942007","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_418540006_hc_vs_substance_code,"hc_base.subs_code_410942007","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_373247007_hc_vs_substance_code,"hc_base.subs_code_410942007","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_372752008_hc_vs_substance_code,"hc_base.subs_code_410942007","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_373233008_hc_vs_substance_code,"hc_base.subs_code_410942007","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_105925009_hc_vs_substance_code,"hc_base.subs_code_410942007","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_373782009_hc_vs_substance_code,"hc_base.subs_code_410942007","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_372695000_hc_vs_substance_code,"hc_base.subs_code_410942007","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_373380003_hc_vs_substance_code,"hc_base.subs_code_410942007","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_373459008_hc_vs_substance_code,"hc_base.subs_code_410942007","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_407312007_hc_vs_substance_code,"hc_base.subs_code_410942007","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_419614002_hc_vs_substance_code,"hc_base.subs_code_410942007","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_373258003_hc_vs_substance_code,"hc_base.subs_code_410942007","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_373708006_hc_vs_substance_code,"hc_base.subs_code_410942007","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_418165002_hc_vs_substance_code,"hc_base.subs_code_410942007","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_419863000_hc_vs_substance_code,"hc_base.subs_code_410942007","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_373244000_hc_vs_substance_code,"hc_base.subs_code_410942007,hc_base.subs_code_106181007","3","","","base.snomed","http://snomed.info"
hc_base.subs_code_372553000_hc_vs_substance_code,"hc_base.subs_code_410942007","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_373729002_hc_vs_substance_code,"hc_base.subs_code_410942007","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_410937004_hc_vs_substance_code,"hc_base.subs_code_410942007","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_418297009_hc_vs_substance_code,"hc_base.subs_code_410942007","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_418804003_hc_vs_substance_code,"hc_base.subs_code_410942007","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_363521001_hc_vs_substance_code,"hc_base.subs_code_410942007","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_67620008_hc_vs_substance_code,"hc_base.subs_code_410942007","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_417881006_hc_vs_substance_code,"hc_base.subs_code_410942007","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_373545003_hc_vs_substance_code,"hc_base.subs_code_410942007","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_373272007_hc_vs_substance_code,"hc_base.subs_code_410942007","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_108405004_hc_vs_substance_code,"hc_base.subs_code_410942007","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_372666009_hc_vs_substance_code,"hc_base.subs_code_410942007","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_372894003_hc_vs_substance_code,"hc_base.subs_code_410942007","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_409207001_hc_vs_substance_code,"hc_base.subs_code_410942007","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_259656004_hc_vs_substance_code,"hc_base.subs_code_410942007","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_418920007_hc_vs_substance_code,"hc_base.subs_code_260769002","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_409595003_hc_vs_substance_code,"hc_base.subs_code_260769002","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_421955000_hc_vs_substance_code,"hc_base.subs_code_260769002","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_702451000_hc_vs_substance_code,"hc_base.subs_code_260769002","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_255922001_hc_vs_substance_code,"hc_base.subs_code_260769002","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_118417008_hc_vs_substance_code,"hc_base.subs_code_260769002","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_260786008_hc_vs_substance_code,"hc_base.subs_code_260769002","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_289964002_hc_vs_substance_code,"hc_base.subs_code_260769002","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_256626009_hc_vs_substance_code,"hc_base.subs_code_260769002","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_6141000124109_hc_vs_substance_code,"hc_base.subs_code_260769002,hc_base.subs_code_312412007","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_12171001_hc_vs_substance_code,"hc_base.subs_code_21847005","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_77014007_hc_vs_substance_code,"hc_base.subs_code_21847005","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_224763009_hc_vs_substance_code,"hc_base.subs_code_21847005","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_304823006_hc_vs_substance_code,"hc_base.subs_code_21847005","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_226905009_hc_vs_substance_code,"hc_base.subs_code_21847005","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_417034006_hc_vs_substance_code,"hc_base.subs_code_21847005","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_11699009_hc_vs_substance_code,"hc_base.subs_code_21847005","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_57479003_hc_vs_substance_code,"hc_base.subs_code_438951008","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_7047000_hc_vs_substance_code,"hc_base.subs_code_438951008","3",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_69526002_hc_vs_substance_code,"hc_base.subs_code_438951008","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_35331000_hc_vs_substance_code,"hc_base.subs_code_438951008","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_64242006_hc_vs_substance_code,"hc_base.subs_code_115669006","3",,,"base.snomed","http://snomed.info"
hc_base.subs_code_33008008_hc_vs_substance_code,"hc_base.subs_code_115669006","3",,,"base.snomed","http://snomed.info"
