id,"code","name","definition","contains_id/id","level","comments","is_active","source_id/id","system"
hc_base.part_role_160562005,"160562005","Pentecostalist, follower of religion","Pentecostalist, follower of religion (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_160563000,"160563000","Evangelist, follower of religion","Evangelist, follower of religion (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_160566008,"160566008","Christadelphian, follower of religion","Christadelphian, follower of religion (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_160567004,"160567004","Agnostic","Agnostic (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_160772005,"160772005","Voluntary worker","Voluntary worker (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_161158003,"161158003","Immigrant","Immigrant (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_224080001,"224080001","Committed Christian, follower of religion","Committed Christian, follower of religion (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_224526002,"224526002","Woman","Woman (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_224527006,"224527006","Person in the work environment","Person in the work environment (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_224528001,"224528001","Employee","Employee (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_224619008,"224619008","Migrant","Migrant (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_224627004,"224627004","General category of person","General category of person (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_248544006,"248544006","Rastafarian, follower of religion","Rastafarian, follower of religion (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_255409004,"255409004","Pregnant woman","Pregnant woman (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_257497009,"257497009","Rider of animal","Rider of animal (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_257498004,"257498004","Rider of motorcycle","Rider of motorcycle (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_257499007,"257499007","Rider of pedal cycle","Rider of pedal cycle (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_257500003,"257500003","Passenger","Passenger (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_257501004,"257501004","Occupant of motor vehicle","Occupant of motor vehicle (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_257502006,"257502006","Occupant of tram","Occupant of tram (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_257503001,"257503001","Pillion passenger","Pillion passenger (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_257504007,"257504007","Person riding on outside of vehicle","Person riding on outside of vehicle (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_257505008,"257505008","Person travelling on outside of train","Person travelling on outside of train (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_257506009,"257506009","Front seat passenger","Front seat passenger (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_257508005,"257508005","Back seat passenger","Back seat passenger (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_257509002,"257509002","Occupant of animal-drawn vehicle","Occupant of animal-drawn vehicle (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_257510007,"257510007","Passenger on commercial watercraft","Passenger on commercial watercraft (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_257511006,"257511006","Passenger on station","Passenger on station (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_257512004,"257512004","Passenger on train","Passenger on train (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_257513009,"257513009","Member of public","Member of public (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_257514003,"257514003","Member of public involved incidentally","Member of public involved incidentally (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_257516001,"257516001","Member of public on ground","Member of public on ground (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_257517005,"257517005","Occupant of nonmotor vehicle","Occupant of nonmotor vehicle (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_257518000,"257518000","Pedestrian","Pedestrian (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_257519008,"257519008","Person trespassing on railway line","Person trespassing on railway line (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_257521003,"257521003","Railway employee on train","Railway employee on train (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_257522005,"257522005","Recreational watercraft user","Recreational watercraft user (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_257523000,"257523000","Swimmer","Swimmer (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_257524006,"257524006","User of animal-drawn vehicle","User of animal-drawn vehicle (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_257525007,"257525007","Watercraft dweller","Watercraft dweller (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_257526008,"257526008","Waterskier","Waterskier (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_262043009,"262043009","Partner in relationship","Partner in relationship (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_266943008,"266943008","Single parent","Single parent (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_268557009,"268557009","Sportsman","Sportsman (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_271448006,"271448006","Anglican, follower of religion","Anglican, follower of religion (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_276035002,"276035002","Voluntary helper","Voluntary helper (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_276036001,"276036001","Voluntary visitor","Voluntary visitor (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_276037005,"276037005","Volunteer helper","Volunteer helper (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_276119007,"276119007","Nonconformist","Nonconformist (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_303069001,"303069001","Person in the transport environment","Person in the transport environment (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_303071001,"303071001","Person in the family","Person in the family (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_303072008,"303072008","Person in the home environment","Person in the home environment (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_303073003,"303073003","Person in the religious environment","Person in the religious environment (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_303118004,"303118004","Person in the healthcare environment","Person in the healthcare environment (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_303119007,"303119007","Person in the community environment","Person in the community environment (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_303120001,"303120001","Person in the recreational environment","Person in the recreational environment (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_303121002,"303121002","Person in the educational environment","Person in the educational environment (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_303122009,"303122009","Crewmember","Crewmember (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_303977004,"303977004","Occupant of railway vehicle","Occupant of railway vehicle (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_303980003,"303980003","Driver of motor vehicle","Driver of motor vehicle (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_303981004,"303981004","Driver of animal-drawn vehicle","Driver of animal-drawn vehicle (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_303983001,"303983001","Passenger of animal-drawn vehicle","Passenger of animal-drawn vehicle (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_303984007,"303984007","Passenger on pedal cycle","Passenger on pedal cycle (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_303985008,"303985008","Occupant of watercraft","Occupant of watercraft (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_303986009,"303986009","Occupant of aircraft","Occupant of aircraft (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_303987000,"303987000","Horse rider","Horse rider (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_303988005,"303988005","Passenger on aircraft","Passenger on aircraft (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_303989002,"303989002","Crewmember on aircraft","Crewmember on aircraft (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_303990006,"303990006","Passenger of motor vehicle","Passenger of motor vehicle (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_303991005,"303991005","Trespasser","Trespasser (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_303992003,"303992003","Car passenger","Car passenger (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_303993008,"303993008","Coach passenger","Coach passenger (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_309456003,"309456003","Clergy","Clergy (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_309687009,"309687009","Buddhist, follower of religion","Buddhist, follower of religion (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_309884000,"309884000","Muslim, follower of religion","Muslim, follower of religion (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_309885004,"309885004","Protestant, follower of religion","Protestant, follower of religion (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_309886003,"309886003","Quaker, follower of religion","Quaker, follower of religion (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_310543008,"310543008","Graduate","Graduate (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_313415001,"313415001","Identical twin","Identical twin (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_313416000,"313416000","Fraternal twin","Fraternal twin (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_314712007,"314712007","Parachutist","Parachutist (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_314767008,"314767008","Bird fancier","Bird fancier (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_339947000,"339947000","Man","Man (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_360852005,"360852005","Bum","Bum (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_360863008,"360863008","Beggar","Beggar (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_360984002,"360984002","Hasidic Jew, follower of religion","Hasidic Jew, follower of religion (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_366740002,"366740002","Sikh, follower of religion","Sikh, follower of religion (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_373864002,"373864002","Outpatient","Outpatient (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_373929005,"373929005","Orphan child","Orphan child (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_385435006,"385435006","Individual","Individual (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_390790000,"390790000","Asylum seeker","Asylum seeker (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_394566006,"394566006","Great grandson","Great grandson (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_394567002,"394567002","Great granddaughter","Great granddaughter (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_394568007,"394568007","Extended family member","Extended family member (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_394571004,"394571004","Employer","Employer (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_394619001,"394619001","Guardian","Guardian (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_394738000,"394738000","Other related persons","Other related persons (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_394854006,"394854006","Immediate family member","Immediate family member (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_394855007,"394855007","Non-immediate family member","Non-immediate family member (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_394856008,"394856008","Paternal grandfather","Paternal grandfather (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_394857004,"394857004","Maternal grandfather","Maternal grandfather (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_394858009,"394858009","Paternal grandmother","Paternal grandmother (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_394859001,"394859001","Maternal grandmother","Maternal grandmother (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_394860006,"394860006","Distant relative","Distant relative (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_394861005,"394861005","Great uncle","Great uncle (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_394862003,"394862003","Great aunt","Great aunt (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_394863008,"394863008","Non-family member","Non-family member (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_394921008,"394921008","Cohabitee","Cohabitee (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_407542009,"407542009","Informal carer","Informal carer (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_407543004,"407543004","Primary carer","Primary carer (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_410597007,"410597007","Person categorized by religious affiliation","Person categorized by religious affiliation (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_410598002,"410598002","Person categorized by age","Person categorized by age (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_410599005,"410599005","Minor","Minor (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_410600008,"410600008","Pre-teen","Pre-teen (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_410601007,"410601007","Childhood age person","Childhood age person (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_410602000,"410602000","Preschool child","Preschool child (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_410603005,"410603005","Person in the legal environment","Person in the legal environment (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_410604004,"410604004","Subject of record","Subject of record (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_413327003,"413327003","Student in full time education (occupation)","Student in full time education (occupation)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_414043009,"414043009","Domestic partner","Domestic partner (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_416034003,"416034003","Primary screener","Primary screener (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_416035002,"416035002","Secondary screener","Secondary screener (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_416625007,"416625007","Family reunion immigrant","Family reunion immigrant (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_416800000,"416800000","Inpatient","Inpatient (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_418119000,"418119000","Infant child","Infant child (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_419358007,"419358007","Subject of record or other provider of history","Subject of record or other provider of history (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_420058008,"420058008","Provider of history other than subject","Provider of history other than subject (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_420158005,"420158005","Performer of method","Performer of method (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_427568008,"427568008","Neighbor","Neighbor (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_427729003,"427729003","Elim Pentecostalist, follower of religion","Elim Pentecostalist, follower of religion (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_427754003,"427754003","Liberal Jew, follower of religion","Liberal Jew, follower of religion (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_427755002,"427755002","Lutheran","Lutheran","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_427874000,"427874000","Congregationalist, follower of religion","Congregationalist, follower of religion (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_427950002,"427950002","Haredi Jew, follower of religion","Haredi Jew, follower of religion (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_427963008,"427963008","Advaitin Hindu, follower of religion","Advaitin Hindu, follower of religion (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_427981006,"427981006","Zen Buddhist, follower of religion","Zen Buddhist, follower of religion (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_428024001,"428024001","Clinical trial participant","Clinical trial participant (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_428315004,"428315004","Anabaptist, follower of religion","Anabaptist, follower of religion (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_428347009,"428347009","Arya Samaj Hindu","Arya Samaj Hindu","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_428373004,"428373004","Coptic Orthodox, follower of religion","Coptic Orthodox, follower of religion (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_428376007,"428376007","Eastern Catholic, follower of religion","Eastern Catholic, follower of religion (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_428378008,"428378008","Ethiopian Orthodox Tewahedo, follower of religion","Ethiopian Orthodox Tewahedo, follower of religion (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_428407001,"428407001","Theravada Buddhist, follower of religion","Theravada Buddhist, follower of religion (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_428408006,"428408006","Wiccan, follower of religion","Wiccan, follower of religion (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_428410008,"428410008","Shakti Hindu, follower of religion","Shakti Hindu, follower of religion (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_428496003,"428496003","Tibetan Buddhist, follower of religion","Tibetan Buddhist, follower of religion (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_428503004,"428503004","Orthodox Christian, follower of religion","Orthodox Christian, follower of religion (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_428504005,"428504005","Christian Spiritualist, follower of religion","Christian Spiritualist, follower of religion (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_428506007,"428506007","Druid, follower of religion","Druid, follower of religion (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_428620006,"428620006","Smarta Hindu, follower of religion","Smarta Hindu, follower of religion (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_428666001,"428666001","Nichiren Buddhist, follower of religion","Nichiren Buddhist, follower of religion (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_428792000,"428792000","Person exposed to disease","Person exposed to disease (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_428801007,"428801007","Ismaili Muslim","Ismaili Muslim","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_428815009,"428815009","Ahmadi","Ahmadi","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_428816005,"428816005","Armenian Catholic, follower of religion","Armenian Catholic, follower of religion","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_428820009,"428820009","Pure Land Buddhist, follower of religion","Pure Land Buddhist, follower of religion (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_428821008,"428821008","Seventh Day Adventist, follower of religion","Seventh Day Adventist, follower of religion (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_429158002,"429158002","Greek Orthodox, follower of religion","Greek Orthodox, follower of religion (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_429171004,"429171004","Spiritualist, follower of religion","Spiritualist, follower of religion (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_429379008,"429379008","Shiva Hindu, follower of religion","Shiva Hindu, follower of religion (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_429509008,"429509008","Reform Jew, follower of religion","Reform Jew, follower of religion (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_429511004,"429511004","Vaishnava Hindu, follower of religion","Vaishnava Hindu, follower of religion (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_429527006,"429527006","New Kadampa Tradition Buddhist, follower of religion","New Kadampa Tradition Buddhist, follower of religion (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_429533002,"429533002","Mahayana Buddhist, follower of religion","Mahayana Buddhist, follower of religion (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_429534008,"429534008","Masorti Jew, follower of religion","Masorti Jew, follower of religion (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_429539003,"429539003","Calvinist, follower of religion","Calvinist, follower of religion (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_429543004,"429543004","Taoist, follower of religion","Taoist, follower of religion (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_429544005,"429544005","Russian Orthodox, follower of religion","Russian Orthodox, follower of religion (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_429545006,"429545006","Sanatana Dharma, follower of religion","Sanatana Dharma, follower of religion (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_429547003,"429547003","Shinto, follower of religion","Shinto, follower of religion (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_429577009,"429577009","Patient advocate","Patient advocate (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_429644000,"429644000","Orthodox Jew, follower of religion","Orthodox Jew, follower of religion (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_429708003,"429708003","Unitarian, follower of religion","Unitarian, follower of religion (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_429732005,"429732005","Baha'i, follower of religion","Baha'i, follower of religion (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_429787006,"429787006","Jain, follower of religion","Jain, follower of religion (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_429790000,"429790000","Zoroastrian, follower of religion","Zoroastrian, follower of religion (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_430098004,"430098004","Donor for intestine transplant","Donor for intestine transplant (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_430101000,"430101000","Whole blood donor","Whole blood donor (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_430792005,"430792005","Stem cell donor","Stem cell donor (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_430882007,"430882007","Human oocyte donor","Human oocyte donor (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_431549007,"431549007","Female child","Female child (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_433152004,"433152004","Male child","Male child (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_433475001,"433475001","Human oocyte donor, age 35 and older","Human oocyte donor, age 35 and older (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_438347000,"438347000","Person categorized by affiliation with belief system","Person categorized by affiliation with belief system (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_441463002,"441463002","Sperm donor","Sperm donor (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_441465009,"441465009","Unknown sperm donor for artificial insemination","Unknown sperm donor for artificial insemination (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
hc_base.part_role_441468006,"441468006","Unrelated known sperm donor for artificial insemination","Unrelated known sperm donor for artificial insemination (person)","","","","","base.snomed","http://hl7.org/fhir/ValueSet/participant-role"
