id,"code","name","definition","contains_id/id","level","comments","is_active","source_id/id","system"
hc_base.prac_code_408473007,"408473007","Public health dentistry","Public health dentistry (qualifier value)","hc_base.prac_code_408465003","4","","","base.snomed","http://snomed.info"
hc_base.prac_code_408471009,"408471009","Surgery-Cardiothoracic transplantation","Surgery-Cardiothoracic transplantation (qualified value)","hc_base.prac_code_408477008","4","","","base.snomed","http://hl7.org/fhir/ValueSet/c80-practice-codes"
hc_base.prac_code_408439002,"408439002","Allergy - specialty","Allergy - specialty (qualifier value)","hc_base.prac_code_408480009","4","","","base.snomed","http://snomed.info"
hc_base.prac_code_420419008,"420419008","Strabismus surgery","Strabismus surgery specialty (qualifier value)","hc_base.prac_code_422191005","5","","","base.snomed","http://snomed.info"
hc_base.prac_code_420708009,"420708009","Refractive surgery","Refractive surgery specialty (qualifier value)","hc_base.prac_code_422191005","5","","","base.snomed","http://snomed.info"
hc_base.prac_code_420985004,"420985004","Vitreo-retinal surgery","Vitreoretinal surgery specialty (qualifier value)","hc_base.prac_code_422191005","5","","","base.snomed","http://snomed.info"
hc_base.prac_code_421582004,"421582004","Corneal surgery","Corneal surgery specialty (qualifier value)","hc_base.prac_code_422191005","5","","","base.snomed","http://snomed.info"
hc_base.prac_code_421885009,"421885009","Glaucoma surgery","Glaucoma surgery specialty (qualifier value)","hc_base.prac_code_422191005","5","","","base.snomed","http://snomed.info"
hc_base.prac_code_422171003,"422171003","Ophthalmic plastic surgery","Ophthalmic plastic surgery (qualifier value)","hc_base.prac_code_422191005","5","","","base.snomed","http://snomed.info"
hc_base.prac_code_422349000,"422349000","Cataract surgery","Cataract surgery specialty (qualifier value)","hc_base.prac_code_422191005","5","","","base.snomed","http://snomed.info"
hc_base.prac_code_420112009,"420112009","Pediatric surgery-bone marrow transplantation","Pediatric surgery-bone marrow transplantation (qualified value)","hc_base.prac_code_445715009","5","","","base.snomed","http://hl7.org/fhir/ValueSet/c80-practice-codes"
