id,"code","name","definition","hierarchy_id/id","contains_id/id","source_id/id","system"
hc_patient.breed_133340003,"133340003","Caldeano cattle breed","Caldeano cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133341004,"133341004","Caldelana cattle breed","Caldelana cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133342006,"133342006","Calvana cattle breed","Calvana cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133343001,"133343001","Camargue cattle breed","Camargue cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133344007,"133344007","Cambodian cattle breed","Cambodian cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_131581001,"131581001","Canary Island cattle breed","Canary Island cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133345008,"133345008","Caracu cattle breed","Caracu cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_131582008,"131582008","Carinthian Blond cattle breed","Carinthian Blond cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133346009,"133346009","Carpathian Brown cattle breed","Carpathian Brown cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133347000,"133347000","Casanareno cattle breed","Casanareno cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_131583003,"131583003","Caucasian cattle breed","Caucasian cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133348005,"133348005","Central Russian Black Pied cattle breed","Central Russian Black Pied cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_131459009,"131459009","Chan-Doc cattle breed","Chan-Doc cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133600004,"133600004","Channi cattle breed","Channi cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133349002,"133349002","Chaouia cattle breed","Chaouia cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_131584009,"131584009","Charolais cattle breed","Charolais cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133350002,"133350002","Charollandais cattle breed","Charollandais cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133351003,"133351003","Char-swiss cattle breed","Char-swiss cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_131460004,"131460004","Chernigov cattle breed","Chernigov cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133353000,"133353000","Chesi cattle breed","Chesi cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133354006,"133354006","Cheurfa cattle breed","Cheurfa cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133578000,"133578000","Chiangus cattle breed","Chiangus cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133355007,"133355007","Chiford cattle breed","Chiford cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133356008,"133356008","Chimaine cattle breed","Chimaine cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133357004,"133357004","Chinampo cattle breed","Chinampo cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_131585005,"131585005","Chinese Black-and-White cattle breed","Chinese Black-and-White cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_131461000,"131461000","Chino Santandereano cattle breed","Chino Santandereano cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133644001,"133644001","Chittagong Red cattle breed","Chittagong Red cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133601000,"133601000","Cholistani cattle breed","Cholistani cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133358009,"133358009","Cildir cattle breed","Cildir cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_131462007,"131462007","Cinisara cattle breed","Cinisara cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133359001,"133359001","COOPELSO 93 cattle breed","COOPELSO 93 cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_131586006,"131586006","Corriente cattle breed","Corriente cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133361005,"133361005","Corsican cattle breed","Corsican cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_131587002,"131587002","Costeño con Cuernos cattle breed","Costeño con Cuernos cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133362003,"133362003","Cretan Lowland cattle breed","Cretan Lowland cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133363008,"133363008","Cretan Mountain cattle breed","Cretan Mountain cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133364002,"133364002","Croatian Red cattle breed","Croatian Red cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133365001,"133365001","Cukurova cattle breed","Cukurova cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_131463002,"131463002","Cuprem Hybrid cattle breed","Cuprem Hybrid cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133366000,"133366000","Curraleiro cattle breed","Curraleiro cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133645000,"133645000","Cutchi cattle breed","Cutchi cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133367009,"133367009","Cyprus cattle breed","Cyprus cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133368004,"133368004","Czech Pied cattle breed","Czech Pied cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_131464008,"131464008","Dabieshan cattle breed","Dabieshan cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133369007,"133369007","Dagestan Mountain cattle breed","Dagestan Mountain cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133370008,"133370008","Dairy Shorthorn cattle breed","Dairy Shorthorn cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133371007,"133371007","Dairy Synthetic cattle breed","Dairy Synthetic cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133646004,"133646004","Dairy Zebu of Uberaba cattle breed","Dairy Zebu of Uberaba cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133602007,"133602007","Dajal cattle breed","Dajal cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_131465009,"131465009","Damara cattle breed","Damara cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_131588007,"131588007","Damascus cattle breed","Damascus cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_131432001,"131432001","Damietta cattle breed","Damietta cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_131466005,"131466005","Danakil cattle breed","Danakil cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133603002,"133603002","Dangi cattle breed","Dangi cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133580006,"133580006","Danish Jersey cattle breed","Danish Jersey cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_131589004,"131589004","Danish Red cattle breed","Danish Red cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133372000,"133372000","Danish Red Pied cattle breed","Danish Red Pied cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133647008,"133647008","Dashtiari cattle breed","Dashtiari cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133373005,"133373005","Dengchuan cattle breed","Dengchuan cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133701005,"133701005","Deogir cattle breed","Deogir cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133604008,"133604008","Deoni cattle breed","Deoni cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_131590008,"131590008","Devon cattle breed","Devon cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133374004,"133374004","Dexter-Kerry cattle breed","Dexter-Kerry cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133605009,"133605009","Dhanni cattle breed","Dhanni cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133648003,"133648003","Diali cattle breed","Diali cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133649006,"133649006","Didinga cattle breed","Didinga cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_131467001,"131467001","Dnieper cattle breed","Dnieper cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_131468006,"131468006","Doayo cattle breed","Doayo cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_131591007,"131591007","Dølafe cattle breed","Dølafe cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_385474004,"385474004","domestic European cattle","Bos taurus taurus subspecies domestic European cattle (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133650006,"133650006","Dongola cattle breed","Dongola cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133375003,"133375003","Doran cattle breed","Doran cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133376002,"133376002","Dorna cattle breed","Dorna cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133377006,"133377006","Dortyol cattle breed","Dortyol cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_131551009,"131551009","Drakensberger cattle breed","Drakensberger cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_131592000,"131592000","Dutch Belted cattle breed","Dutch Belted cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_131593005,"131593005","Dutch Friesian cattle breed","Dutch Friesian cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133378001,"133378001","East Anatolian Red cattle breed","East Anatolian Red cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133379009,"133379009","East Finnish cattle breed","East Finnish cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133380007,"133380007","East Macedonian cattle breed","East Macedonian cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_131469003,"131469003","Eastern Nuer cattle breed","Eastern Nuer cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_131470002,"131470002","Egyptian cattle breed","Egyptian cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133581005,"133581005","Enderby Island cattle breed","Enderby Island cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_131594004,"131594004","English Longhorn cattle breed","English Longhorn cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133381006,"133381006","Epirus cattle breed","Epirus cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133382004,"133382004","Estonian Black Pied cattle breed","Estonian Black Pied cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133389008,"133389008","Estonian Native cattle breed","Estonian Native cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_131595003,"131595003","Estonian Red cattle breed","Estonian Red cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_131596002,"131596002","Evolène cattle breed","Evolène cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133390004,"133390004","Faeroes cattle breed","Faeroes cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133651005,"133651005","Fellata cattle breed","Fellata cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133383009,"133383009","Ferrandais cattle breed","Ferrandais cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_131597006,"131597006","Fighting Bull cattle breed","Fighting Bull cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133384003,"133384003","Finnish Ayrshire cattle breed","Finnish Ayrshire cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_131598001,"131598001","Fjall cattle breed","Fjall cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133385002,"133385002","Flemish cattle breed","Flemish cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_131599009,"131599009","Florida Cracker/Pineywoods cattle breed","Florida Cracker/Pineywoods cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_131471003,"131471003","Fogera cattle breed","Fogera cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133387005,"133387005","Fort Cross cattle breed","Fort Cross cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133388000,"133388000","Frati cattle breed","Frati cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133391000,"133391000","French Brown cattle breed","French Brown cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133392007,"133392007","Frijolillo cattle breed","Frijolillo cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133393002,"133393002","FRS cattle breed","FRS cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133394008,"133394008","Gacko cattle breed","Gacko cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133395009,"133395009","Gado da Terra cattle breed","Gado da Terra cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_131600007,"131600007","Galician Blond cattle breed","Galician Blond cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133606005,"133606005","Gaolao cattle breed","Gaolao cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_131472005,"131472005","Garfagnina cattle breed","Garfagnina cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133657009,"133657009","Garre cattle breed","Garre cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133658004,"133658004","Gasara cattle breed","Gasara cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_131601006,"131601006","Gascon cattle breed","Gascon cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_131474006,"131474006","Gaunling cattle breed","Gaunling cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133396005,"133396005","Georgian Mountain cattle breed","Georgian Mountain cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133582003,"133582003","German Angus cattle breed","German Angus cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133397001,"133397001","German Black Pied cattle breed","German Black Pied cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133398006,"133398006","German Black Pied Dairy cattle breed","German Black Pied Dairy cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133405000,"133405000","German Brown cattle breed","German Brown cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_131602004,"131602004","German Red Pied cattle breed","German Red Pied cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133406004,"133406004","German Shorthorn cattle breed","German Shorthorn cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133407008,"133407008","Ghana Shorthorn cattle breed","Ghana Shorthorn cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_32938007,"32938007","Gir cattle breed","Gir cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_131603009,"131603009","Glan cattle breed","Glan cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133408003,"133408003","Glan-Donnersberg cattle breed","Glan-Donnersberg cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_131604003,"131604003","Gloucester cattle breed","Gloucester cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133659007,"133659007","Gobra cattle breed","Gobra cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133409006,"133409006","Gole cattle breed","Gole cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133410001,"133410001","Golpayegani cattle breed","Golpayegani cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133660002,"133660002","Goomsur cattle breed","Goomsur cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133411002,"133411002","Gorbatov Red cattle breed","Gorbatov Red cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133412009,"133412009","Goryn cattle breed","Goryn cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_131473000,"131473000","Grati cattle breed","Grati cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133422003,"133422003","Gray Alpine cattle breed","Gray Alpine cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133413004,"133413004","Greater Caucasus cattle breed","Greater Caucasus cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133420006,"133420006","Greek Shorthorn cattle breed","Greek Shorthorn cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133421005,"133421005","Greek Steppe cattle breed","Greek Steppe cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_131605002,"131605002","Groningen Whiteheaded cattle breed","Groningen Whiteheaded cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133423008,"133423008","Guadiana Spotted cattle breed","Guadiana Spotted cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133424002,"133424002","Guelma cattle breed","Guelma cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133661003,"133661003","Gujamavu cattle breed","Gujamavu cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_112485003,"112485003","Gujarati cattle breed","Gujarati cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133699005,"133699005","Guzerat cattle breed","Guzerat cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_131475007,"131475007","Halhin Gol cattle breed","Halhin Gol cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133607001,"133607001","Hallikar cattle breed","Hallikar cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133579008,"133579008","Hallingdal cattle breed","Hallingdal cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133608006,"133608006","Hariana cattle breed","Hariana cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_131606001,"131606001","Hartón cattle breed","Hartón cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133425001,"133425001","Harz Red cattle breed","Harz Red cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133426000,"133426000","Hawaiian wild cattle breed","Hawaiian wild cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_125074003,"125074003","Hereford cattle superbreed","Hereford cattle superbreed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133427009,"133427009","Hereland cattle breed","Hereland cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133231000,"133231000","Herens cattle breed","Herens cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133232007,"133232007","Hinterwald cattle breed","Hinterwald cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133663000,"133663000","Hissar cattle breed","Hissar cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133428004,"133428004","Holgus cattle breed","Holgus cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_131476008,"131476008","Holmonger cattle breed","Holmonger cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_131433006,"131433006","Horro cattle breed","Horro cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133429007,"133429007","Hrbinecky cattle breed","Hrbinecky cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133436008,"133436008","Huertana cattle breed","Huertana cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133233002,"133233002","Hungarian Gray cattle breed","Hungarian Gray cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133437004,"133437004","Hungarian Pied cattle breed","Hungarian Pied cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133438009,"133438009","Hungarofries cattle breed","Hungarofries cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133234008,"133234008","Icelandic cattle breed","Icelandic cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
