id,"code","name","definition","source_id/id","system","contains_id/id","level","level_name"
hc_patient.species_107394005,"107394005","batfish","Family Ogcocephalidae - batfish (organism)","base.snomed","http://snomed.info",hc_patient.species_107390001,16,"Family"
hc_patient.species_107397003,"107397003","codlet","Family Bregmacerotidae - codlet (organism)","base.snomed","http://snomed.info",hc_patient.species_107396007,16,"Family"
hc_patient.species_107401006,"107401006","viviparous brotula","Family Bythitidae - viviparous brotula (organism)","base.snomed","http://snomed.info",hc_patient.species_107396007,16,"Family"
hc_patient.species_107402004,"107402004","pearlfish","Family Carapidae - pearlfish (organism)","base.snomed","http://snomed.info",hc_patient.species_107396007,16,"Family"
hc_patient.species_107398008,"107398008","codfish","Family Gadidae - codfish (organism)","base.snomed","http://snomed.info",hc_patient.species_107396007,16,"Family"
hc_patient.species_107399000,"107399000","grenadier","Family Macrouridae - grenadier (organism)","base.snomed","http://snomed.info",hc_patient.species_107396007,16,"Family"
hc_patient.species_107400007,"107400007","cusk eel","Family Ophidiiae - cusk eel (organism)","base.snomed","http://snomed.info",hc_patient.species_107396007,16,"Family"
hc_patient.species_107403009,"107403009","eelpout","Family Zoarcidae - eelpout (organism)","base.snomed","http://snomed.info",hc_patient.species_107396007,16,"Family"
hc_patient.species_107410003,"107410003","silverside","Family Atherinidae - silverside (organism)","base.snomed","http://snomed.info",hc_patient.species_107404003,16,"Family"
hc_patient.species_107406001,"107406001","needlefish","Family Belonidae - needlefish (organism)","base.snomed","http://snomed.info",hc_patient.species_107404003,16,"Family"
hc_patient.species_107408000,"107408000","killifish","Family Cyprinodontidae - killifish (organism)","base.snomed","http://snomed.info",hc_patient.species_107404003,16,"Family"
hc_patient.species_107405002,"107405002","flyingfish","Family Exocoetidae - flyingfish (organism)","base.snomed","http://snomed.info",hc_patient.species_107404003,16,"Family"
hc_patient.species_107409008,"107409008","livebearer","Family Poeciliidae - livebearer (organism)","base.snomed","http://snomed.info",hc_patient.species_107404003,16,"Family"
hc_patient.species_107407005,"107407005","saurie","Family Scomberesocidae - saurie (organism)","base.snomed","http://snomed.info",hc_patient.species_107404003,16,"Family"
hc_patient.species_107413001,"107413001","squirrelfish","Family Holocentridae - squirrelfish (organism)","base.snomed","http://snomed.info",hc_patient.species_107411004,16,"Family"
hc_patient.species_107412006,"107412006","beardfish","Family Polymixiidae - beardfish (organism)","base.snomed","http://snomed.info",hc_patient.species_107411004,16,"Family"
hc_patient.species_107417000,"107417000","boarfish","Family Caproidae - boarfish (organism)","base.snomed","http://snomed.info",hc_patient.species_107414007,16,"Family"
hc_patient.species_107416009,"107416009","diamond dorie","Family Grammicolepidae - diamond dorie (organism)","base.snomed","http://snomed.info",hc_patient.species_107414007,16,"Family"
hc_patient.species_107415008,"107415008","dorie","Family Zeidae - dorie (organism)","base.snomed","http://snomed.info",hc_patient.species_107414007,16,"Family"
hc_patient.species_107419002,"107419002","opah","Family Lampridae - opah (organism)","base.snomed","http://snomed.info",hc_patient.species_107418005,16,"Family"
hc_patient.species_107420008,"107420008","crestfish","Family Lophotidae - crestfish (organism)","base.snomed","http://snomed.info",hc_patient.species_107418005,16,"Family"
hc_patient.species_107422000,"107422000","oarfish","Family Regalecidae - oarfish (organism)","base.snomed","http://snomed.info",hc_patient.species_107418005,16,"Family"
hc_patient.species_107423005,"107423005","tube eye","Family Stylephoridae - tube eye (organism)","base.snomed","http://snomed.info",hc_patient.species_107418005,16,"Family"
hc_patient.species_107421007,"107421007","ribbonfish","Family Trachipteridae - ribbonfish (organism)","base.snomed","http://snomed.info",hc_patient.species_107418005,16,"Family"
hc_patient.species_107426002,"107426002","trumpetfish","Family Aulostomidae - trumpetfish (organism)","base.snomed","http://snomed.info",hc_patient.species_107424004,16,"Family"
hc_patient.species_107428001,"107428001","snipefish","Family Centriscidae - snipefish (organism)","base.snomed","http://snomed.info",hc_patient.species_107424004,16,"Family"
hc_patient.species_107427006,"107427006","cornetfish","Family Fistulariidae - cornetfish (organism)","base.snomed","http://snomed.info",hc_patient.species_107424004,16,"Family"
hc_patient.species_107425003,"107425003","stickleback","Family Gasterosteidae - stickleback (organism)","base.snomed","http://snomed.info",hc_patient.species_107424004,16,"Family"
hc_patient.species_107429009,"107429009","pipefish","Family Syngnathidae - pipefish (organism)","base.snomed","http://snomed.info",hc_patient.species_107424004,16,"Family"
hc_patient.species_107441002,"107441002","bluefish AND/OR cobia","Families pomatomidae AND/OR rachycentridae - bluefish AND/OR cobia (organism)","base.snomed","http://snomed.info",hc_patient.species_107430004,16,"Family"
hc_patient.species_107494006,"107494006","swordfish AND/OR louvar","Families xiphiidae AND/OR luvaridae - swordfish AND/OR louvar (organism)","base.snomed","http://snomed.info",hc_patient.species_107430004,16,"Family"
hc_patient.species_107490002,"107490002","surgeonfish","Family Acanthuridae (organism)","base.snomed","http://snomed.info",hc_patient.species_107430004,16,"Family"
hc_patient.species_107503007,"107503007","poacher","Family Agonidae (organism)","base.snomed","http://snomed.info",hc_patient.species_107430004,16,"Family"
hc_patient.species_107485000,"107485000","sand lance","Family Ammodytidae - sand lance (organism)","base.snomed","http://snomed.info",hc_patient.species_107430004,16,"Family"
hc_patient.species_107480005,"107480005","wolffish","Family Anarhichadidae - wolffish (organism)","base.snomed","http://snomed.info",hc_patient.species_107430004,16,"Family"
hc_patient.species_107500005,"107500005","sablefish","Family Anoplopomatidae - sablefish (organism)","base.snomed","http://snomed.info",hc_patient.species_107430004,16,"Family"
hc_patient.species_107439003,"107439003","cardinalfish","Family Apogonidae - cardinalfish (organism)","base.snomed","http://snomed.info",hc_patient.species_107430004,16,"Family"
hc_patient.species_107472003,"107472003","ronquil","Family Bathymasteridae - ronquil (organism)","base.snomed","http://snomed.info",hc_patient.species_107430004,16,"Family"
hc_patient.species_107477009,"107477009","combtooth blennie","Family Blenniidae - combtooth blennie (organism)","base.snomed","http://snomed.info",hc_patient.species_107430004,16,"Family"
hc_patient.species_107445006,"107445006","pomfret","Family Bramidae - pomfret (organism)","base.snomed","http://snomed.info",hc_patient.species_107430004,16,"Family"
hc_patient.species_107486004,"107486004","dragonet","Family Callionymidae - dragonet (organism)","base.snomed","http://snomed.info",hc_patient.species_107430004,16,"Family"
hc_patient.species_107443004,"107443004","jack","Family Carangidae - jack (organism)","base.snomed","http://snomed.info",hc_patient.species_107430004,16,"Family"
hc_patient.species_107436005,"107436005","sunfish","Family Centrarchidae - sunfish (organism)","base.snomed","http://snomed.info",hc_patient.species_107430004,16,"Family"
hc_patient.species_107431000,"107431000","snook","Family Centropomidae - snook (organism)","base.snomed","http://snomed.info",hc_patient.species_107430004,16,"Family"
hc_patient.species_107458007,"107458007","butterflyfish","Family Chaetodontidae - butterflyfish (organism)","base.snomed","http://snomed.info",hc_patient.species_107430004,16,"Family"
hc_patient.species_107461008,"107461008","cichlid","Family Cichlidae - cichlid (organism)","base.snomed","http://snomed.info",hc_patient.species_107430004,16,"Family"
hc_patient.species_107464000,"107464000","hawkfish","Family Cirrhitidae - hawkfish (organism)","base.snomed","http://snomed.info",hc_patient.species_107430004,16,"Family"
hc_patient.species_107476000,"107476000","clinid","Family Clinidae - clinid (organism)","base.snomed","http://snomed.info",hc_patient.species_107430004,16,"Family"
hc_patient.species_107444005,"107444005","dolphin","Family Coryphaenidae - dolphin (organism)","base.snomed","http://snomed.info",hc_patient.species_107430004,16,"Family"
hc_patient.species_107502002,"107502002","sculpin","Family Cottidae - sculpin (organism)","base.snomed","http://snomed.info",hc_patient.species_107430004,16,"Family"
hc_patient.species_107482002,"107482002","wrymouth","Family Cryptacanthodidae - wrymouth (organism)","base.snomed","http://snomed.info",hc_patient.species_107430004,16,"Family"
hc_patient.species_107504001,"107504001","snailfish","Family Cyclopteridae - snailfish (organism)","base.snomed","http://snomed.info",hc_patient.species_107430004,16,"Family"
hc_patient.species_107505000,"107505000","flying gurnard","Family Dactylopteridae - flying gurnard (organism)","base.snomed","http://snomed.info",hc_patient.species_107430004,16,"Family"
hc_patient.species_107474002,"107474002","sand stargazer","Family Dactyloscopidae - sand stargazer (organism)","base.snomed","http://snomed.info",hc_patient.species_107430004,16,"Family"
hc_patient.species_107442009,"107442009","remora","Family Echeneidae - remora (organism)","base.snomed","http://snomed.info",hc_patient.species_107430004,16,"Family"
hc_patient.species_107487008,"107487008","sleeper","Family Eleotridae - sleeper (organism)","base.snomed","http://snomed.info",hc_patient.species_107430004,16,"Family"
hc_patient.species_107462001,"107462001","surfperch","Family Embiotocidae - surfperch (organism)","base.snomed","http://snomed.info",hc_patient.species_107430004,16,"Family"
hc_patient.species_107446007,"107446007","rover","Family Emmelichthyidae - rover (organism)","base.snomed","http://snomed.info",hc_patient.species_107430004,16,"Family"
hc_patient.species_107457002,"107457002","spadefish","Family Ephippidae - spadefish (organism)","base.snomed","http://snomed.info",hc_patient.species_107430004,16,"Family"
hc_patient.species_107491003,"107491003","snake mackerel","Family Gempylidae - snake mackerel (organism)","base.snomed","http://snomed.info",hc_patient.species_107430004,16,"Family"
hc_patient.species_107449000,"107449000","mojarra","Family Gerreidae - mojarra (organism)","base.snomed","http://snomed.info",hc_patient.species_107430004,16,"Family"
hc_patient.species_107488003,"107488003","gobie","Family Gobiidae - gobie (organism)","base.snomed","http://snomed.info",hc_patient.species_107430004,16,"Family"
hc_patient.species_107435009,"107435009","basslet","Family Grammidae - basslet (organism)","base.snomed","http://snomed.info",hc_patient.species_107430004,16,"Family"
hc_patient.species_107434008,"107434008","soapfish","Family Grammistidae - soapfish (organism)","base.snomed","http://snomed.info",hc_patient.species_107430004,16,"Family"
hc_patient.species_107450000,"107450000","grunt","Family Haemulidae - grunt (organism)","base.snomed","http://snomed.info",hc_patient.species_107430004,16,"Family"
hc_patient.species_107501009,"107501009","greenling","Family Hexagrammidae - greenling (organism)","base.snomed","http://snomed.info",hc_patient.species_107430004,16,"Family"
hc_patient.species_107497004,"107497004","ragfish","Family Icosteidae - ragfish (organism)","base.snomed","http://snomed.info",hc_patient.species_107430004,16,"Family"
hc_patient.species_107451001,"107451001","bonnetmouth","Family Inermiidae - bonnetmouth (organism)","base.snomed","http://snomed.info",hc_patient.species_107430004,16,"Family"
hc_patient.species_107495007,"107495007","billfish","Family Istiophoridae - billfish (organism)","base.snomed","http://snomed.info",hc_patient.species_107430004,16,"Family"
hc_patient.species_107456006,"107456006","sea chub","Family Kyphosidae - sea chub (organism)","base.snomed","http://snomed.info",hc_patient.species_107430004,16,"Family"
hc_patient.species_107465004,"107465004","wrasse","Family Labridae - wrasse (organism)","base.snomed","http://snomed.info",hc_patient.species_107430004,16,"Family"
hc_patient.species_107448008,"107448008","tripletail","Family Lobotidae - tripletail (organism)","base.snomed","http://snomed.info",hc_patient.species_107430004,16,"Family"
hc_patient.species_107447003,"107447003","snapper","Family Lutjanidae - snapper (organism)","base.snomed","http://snomed.info",hc_patient.species_107430004,16,"Family"
hc_patient.species_107440001,"107440001","tilefish","Family Malacanthidae - tilefish (organism)","base.snomed","http://snomed.info",hc_patient.species_107430004,16,"Family"
hc_patient.species_107489006,"107489006","wormfish","Family Microdesmidae - wormfish (organism)","base.snomed","http://snomed.info",hc_patient.species_107430004,16,"Family"
hc_patient.species_107467007,"107467007","mullet","Family Mugilidae - mullet (organism)","base.snomed","http://snomed.info",hc_patient.species_107430004,16,"Family"
hc_patient.species_107454009,"107454009","goatfish","Family Mullidae - goatfish (organism)","base.snomed","http://snomed.info",hc_patient.species_107430004,16,"Family"
hc_patient.species_107471005,"107471005","jawfish","Family Opistognathidae - jawfish (organism)","base.snomed","http://snomed.info",hc_patient.species_107430004,16,"Family"
hc_patient.species_107455005,"107455005","sweeper","Family Pempheridae - sweeper (organism)","base.snomed","http://snomed.info",hc_patient.species_107430004,16,"Family"
hc_patient.species_107460009,"107460009","armorhead","Family Pentacerotidae - armorhead (organism)","base.snomed","http://snomed.info",hc_patient.species_107430004,16,"Family"
hc_patient.species_107432007,"107432007","temperate bass","Family Percichthyidae - temperate bass (organism)","base.snomed","http://snomed.info",hc_patient.species_107430004,16,"Family"
hc_patient.species_107437001,"107437001","perch","Family Percidae - perch (organism)","base.snomed","http://snomed.info",hc_patient.species_107430004,16,"Family"
hc_patient.species_107473008,"107473008","flathead","Family Percophidae - flathead (organism)","base.snomed","http://snomed.info",hc_patient.species_107430004,16,"Family"
hc_patient.species_107479007,"107479007","gunnel","Family Pholidae - gunnel (organism)","base.snomed","http://snomed.info",hc_patient.species_107430004,16,"Family"
hc_patient.species_107469005,"107469005","threadfin","Family Polynemidae - threadfin (organism)","base.snomed","http://snomed.info",hc_patient.species_107430004,16,"Family"
hc_patient.species_107459004,"107459004","angelfish","Family Pomacanthidae - angelfish (organism)","base.snomed","http://snomed.info",hc_patient.species_107430004,16,"Family"
hc_patient.species_107463006,"107463006","damselfish","Family Pomacentridae - damselfish (organism)","base.snomed","http://snomed.info",hc_patient.species_107430004,16,"Family"
hc_patient.species_107438006,"107438006","bigeye","Family Priacanthidae - bigeye (organism)","base.snomed","http://snomed.info",hc_patient.species_107430004,16,"Family"
hc_patient.species_107481009,"107481009","quillfish","Family Ptilichthyidae - quillfish (organism)","base.snomed","http://snomed.info",hc_patient.species_107430004,16,"Family"
hc_patient.species_107466003,"107466003","parrotfish","Family Scaridae - parrotfish (organism)","base.snomed","http://snomed.info",hc_patient.species_107430004,16,"Family"
hc_patient.species_107453003,"107453003","drum","Family Sciaenidae - drum (organism)","base.snomed","http://snomed.info",hc_patient.species_107430004,16,"Family"
hc_patient.species_107493000,"107493000","mackerel","Family Scombridae - mackerel (organism)","base.snomed","http://snomed.info",hc_patient.species_107430004,16,"Family"
hc_patient.species_107498009,"107498009","scorpionfish","Family Scorpaenidae - scorpionfish (organism)","base.snomed","http://snomed.info",hc_patient.species_107430004,16,"Family"
hc_patient.species_107483007,"107483007","graveldiver","Family Scytalinidae - graveldiver (organism)","base.snomed","http://snomed.info",hc_patient.species_107430004,16,"Family"
hc_patient.species_107433002,"107433002","sea bass","Family Serranidae - sea bass (organism)","base.snomed","http://snomed.info",hc_patient.species_107430004,16,"Family"
hc_patient.species_107452008,"107452008","porgie","Family Sparidae - porgie (organism)","base.snomed","http://snomed.info",hc_patient.species_107430004,16,"Family"
hc_patient.species_107468002,"107468002","barracuda","Family Sphyraenidae - barracuda (organism)","base.snomed","http://snomed.info",hc_patient.species_107430004,16,"Family"
hc_patient.species_107478004,"107478004","prickleback","Family Stichaeidae - prickleback (organism)","base.snomed","http://snomed.info",hc_patient.species_107430004,16,"Family"
hc_patient.species_107496008,"107496008","butterfish","Family Stromateidae - butterfish (organism)","base.snomed","http://snomed.info",hc_patient.species_107430004,16,"Family"
hc_patient.species_107492005,"107492005","cutlassfish","Family Trichiuridae - cutlassfish (organism)","base.snomed","http://snomed.info",hc_patient.species_107430004,16,"Family"
hc_patient.species_107470006,"107470006","sandfish","Family Trichodontidae - sandfish (organism)","base.snomed","http://snomed.info",hc_patient.species_107430004,16,"Family"
hc_patient.species_107499001,"107499001","searobin","Family Triglidae - searobin (organism)","base.snomed","http://snomed.info",hc_patient.species_107430004,16,"Family"
hc_patient.species_107475001,"107475001","stargazer","Family Uranoscopidae - stargazer (organism)","base.snomed","http://snomed.info",hc_patient.species_107430004,16,"Family"
hc_patient.species_107484001,"107484001","prowfish","Family Zaproridae - prowfish (organism)","base.snomed","http://snomed.info",hc_patient.species_107430004,16,"Family"
hc_patient.species_107507008,"107507008","lefteye flounder","Family Bothidae - lefteye flounder (organism)","base.snomed","http://snomed.info",hc_patient.species_107506004,16,"Family"
hc_patient.species_107510001,"107510001","tonguefish","Family Cynoglossidae - tonguefish (organism)","base.snomed","http://snomed.info",hc_patient.species_107506004,16,"Family"
hc_patient.species_107508003,"107508003","righteye flounder","Family Pleuronectidae - righteye flounder (organism)","base.snomed","http://snomed.info",hc_patient.species_107506004,16,"Family"
hc_patient.species_107509006,"107509006","sole","Family Soleidae - sole (organism)","base.snomed","http://snomed.info",hc_patient.species_107506004,16,"Family"
hc_patient.species_107513004,"107513004","leatherjacket","Family Balistidae - leatherjacket (organism)","base.snomed","http://snomed.info",hc_patient.species_107511002,16,"Family"
hc_patient.species_107516007,"107516007","porcupinefish","Family Diodontidae - porcupinefish (organism)","base.snomed","http://snomed.info",hc_patient.species_107511002,16,"Family"
hc_patient.species_107517003,"107517003","mola","Family Molidae - mola (organism)","base.snomed","http://snomed.info",hc_patient.species_107511002,16,"Family"
hc_patient.species_107514005,"107514005","boxfish","Family Ostraciidae - boxfish (organism)","base.snomed","http://snomed.info",hc_patient.species_107511002,16,"Family"
hc_patient.species_107515006,"107515006","puffer","Family Tetraodontidae - puffer (organism)","base.snomed","http://snomed.info",hc_patient.species_107511002,16,"Family"
hc_patient.species_107512009,"107512009","spikefish","Family Triacanthodidae - spikefish (organism)","base.snomed","http://snomed.info",hc_patient.species_107511002,16,"Family"
hc_patient.species_33259000,"33259000","midge","Family chironomidae (organism)","base.snomed","http://snomed.info",hc_patient.species_367378007,16,"Family"
hc_patient.species_447297000,"447297000","eupleridae","Family Eupleridae (organism) Includes Malagasy carnivore","base.snomed","http://snomed.info",hc_patient.species_388071002,16,"Family"
hc_patient.species_388768001,"388768001","herpestidae","Family Herpestidae (organism) Includes mongoose","base.snomed","http://snomed.info",hc_patient.species_388071002,16,"Family"
hc_patient.species_388863002,"388863002","hyaenidae","Family Hyaenidae (organism) Includes hyena, aardwolf","base.snomed","http://snomed.info",hc_patient.species_388071002,16,"Family"
hc_patient.species_447323008,"447323008","nandiniidae","Family Nandiniidae (organism) Includes African palm civet","base.snomed","http://snomed.info",hc_patient.species_388071002,16,"Family"
hc_patient.species_388833006,"388833006","viverridae","Family Viverridae (organism) Includes civet","base.snomed","http://snomed.info",hc_patient.species_388071002,16,"Family"
hc_patient.species_107005007,"107005007","antilocapridae","Family Antilocapridae (organism) Includes pronghorn","base.snomed","http://snomed.info",hc_patient.species_388414005,16,"Family"
hc_patient.species_389115008,"389115008","bovid","Family Bovidae (organism) Includes bison (American buffalo), African buffalo, water buffalo, antelope, gazelle, sheep, goat, muskoxen, domestic cattle","base.snomed","http://snomed.info",hc_patient.species_388414005,16,"Family"
hc_patient.species_107000002,"107000002","camelid","Family Camelidae (organism) Includes dromedary camel, Bactrian camel, wild Bactrian camel, llama, alpaca, vicuña, guanaco.","base.snomed","http://snomed.info",hc_patient.species_388414005,16,"Family"
hc_patient.species_107003000,"107003000","deer","Family Cervidae (organism) Includes muntjac, fallow deer, chital, elk, reindeer (caribou), Western roe deer, Eurasian elk (moose)","base.snomed","http://snomed.info",hc_patient.species_388414005,16,"Family"
hc_patient.species_107004006,"107004006","giraffidae","Family Giraffidae (organism) Includes giraffe, okapi","base.snomed","http://snomed.info",hc_patient.species_388414005,16,"Family"
hc_patient.species_106998008,"106998008","hippopotamus","Family Hippopotamidae (organism)","base.snomed","http://snomed.info",hc_patient.species_388414005,16,"Family"
hc_patient.species_388438009,"388438009","musk deer","Family Moschidae (organism)","base.snomed","http://snomed.info",hc_patient.species_388414005,16,"Family"
hc_patient.species_106996007,"106996007","pig family","Family Suidae (organism) Includes pig, hog, boar","base.snomed","http://snomed.info",hc_patient.species_388414005,16,"Family"
hc_patient.species_106997003,"106997003","New World pig","Family Tayassuidae (organism) Includes peccary, javelina or skunk pig","base.snomed","http://snomed.info",hc_patient.species_388414005,16,"Family"
hc_patient.species_107002005,"107002005","mouse-deer","Family Tragulidae (organism) aka chevrotain","base.snomed","http://snomed.info",hc_patient.species_388414005,16,"Family"
hc_patient.species_388441000,"388441000","equidae","Family Equidae (organism) Includes horse, donkey, mule, wild ass, wild horse","base.snomed","http://snomed.info",hc_patient.species_388418008,16,"Family"
hc_patient.species_447291004,"447291004","ailuridae","Family Ailuridae (organism) Includes red panda","base.snomed","http://snomed.info",hc_patient.species_388482000,16,"Family"
hc_patient.species_106969009,"106969009","canidae","Family Canidae (organism) aka dog","base.snomed","http://snomed.info",hc_patient.species_388482000,16,"Family"
hc_patient.species_388517001,"388517001","mephitidae","Family Mephitidae (organism) Includes skunk, stink badger","base.snomed","http://snomed.info",hc_patient.species_388482000,16,"Family"
hc_patient.species_388522001,"388522001","mustelidae","Family Mustelidae (organism) Includes weasel, marten, badger, wolverine, mink, otter","base.snomed","http://snomed.info",hc_patient.species_388482000,16,"Family"
hc_patient.species_106979006,"106979006","odobenidae","Family Odobenidae (organism) Includes walrus","base.snomed","http://snomed.info",hc_patient.species_388482000,16,"Family"
hc_patient.species_106978003,"106978003","otariidae","Family Otariidae (organism) Includes sea lion, eared eal, fur seal","base.snomed","http://snomed.info",hc_patient.species_388482000,16,"Family"
hc_patient.species_106980009,"106980009","phocidae","Family Phocidae (organism) Includes true seal","base.snomed","http://snomed.info",hc_patient.species_388482000,16,"Family"
hc_patient.species_388575002,"388575002","procyonidae","Family Procyonidae (organism) Include raccoon","base.snomed","http://snomed.info",hc_patient.species_388482000,16,"Family"
hc_patient.species_106970005,"106970005","ursidae","Family Ursidae (organism) Include bear","base.snomed","http://snomed.info",hc_patient.species_388482000,16,"Family"
hc_patient.species_388618001,"388618001","cat family","Family Felidae (organism) Includes cat","base.snomed","http://snomed.info",hc_patient.species_388616002,16,"Family"
hc_patient.species_392626000,"392626000","dipodidae","Family Dipodidae (organism)","base.snomed","http://snomed.info",hc_patient.species_392125002,16,"Family"
hc_patient.species_392603007,"392603007","geomyidae","Family Geomyidae (organism)","base.snomed","http://snomed.info",hc_patient.species_392125002,16,"Family"
hc_patient.species_392604001,"392604001","heteromyidae","Family Heteromyidae (organism)","base.snomed","http://snomed.info",hc_patient.species_392125002,16,"Family"
hc_patient.species_371563006,"371563006","muridae","Family Muridae (organism)","base.snomed","http://snomed.info",hc_patient.species_392125002,16,"Family"
hc_patient.species_392620006,"392620006","myoxidae","Family Myoxidae (organism)","base.snomed","http://snomed.info",hc_patient.species_392125002,16,"Family"
hc_patient.species_125077005,"125077005","caviidae","Family Caviidae (organism)","base.snomed","http://snomed.info",hc_patient.species_392131004,16,"Family"
hc_patient.species_106965003,"106965003","chinchillidae","Family Chinchillidae (organism)","base.snomed","http://snomed.info",hc_patient.species_392131004,16,"Family"
hc_patient.species_421758007,"421758007","cyclopidae","Family Cyclopidae (organism)","base.snomed","http://snomed.info",hc_patient.species_420995006,16,"Family"
hc_patient.species_421276001,"421276001","lernaeidae","Family Lernaeidae (organism)","base.snomed","http://snomed.info",hc_patient.species_420995006,16,"Family"
hc_patient.species_106799008,"106799008","calliphoridae","Family Calliphoridae (organism) Includes blow fly, bluebottle, cluster fly, greenbottle","base.snomed","http://snomed.info",hc_patient.species_421033006,16,"Family"
hc_patient.species_106793009,"106793009","hippelates fly","Family Chloropidae (organism) Includes chloropid fly","base.snomed","http://snomed.info",hc_patient.species_421033006,16,"Family"
hc_patient.species_421260005,"421260005","fanniidae","Family Fanniidae (organism)","base.snomed","http://snomed.info",hc_patient.species_421033006,16,"Family"
hc_patient.species_106794003,"106794003","hippoboscidae","Family Hippoboscidae (organism) Inludes ked, louse fly","base.snomed","http://snomed.info",hc_patient.species_421033006,16,"Family"
hc_patient.species_106798000,"106798000","muscidae","Family Muscidae (organism) Includes face fly, horn fly, house fly, muscid fly, stable fly, tsetse fly","base.snomed","http://snomed.info",hc_patient.species_421033006,16,"Family"
hc_patient.species_420760000,"420760000","oestridae","Family Oestridae (organism) Includes bot fly, warble fly","base.snomed","http://snomed.info",hc_patient.species_421033006,16,"Family"
hc_patient.species_106801006,"106801006","sarcophagidae","Family Sarcophagidae (organism) Includes flesh fly","base.snomed","http://snomed.info",hc_patient.species_421033006,16,"Family"
hc_patient.species_420349006,"420349006","syrphidae","Family Syrphidae (organism) Includes syrphid fly","base.snomed","http://snomed.info",hc_patient.species_421033006,16,"Family"
hc_patient.species_422030006,"422030006","diaptomidae","Family Diaptomidae (organism)","base.snomed","http://snomed.info",hc_patient.species_421162005,16,"Family"
hc_patient.species_304146006,"304146006","glossinidae","Family Glossinidae (organism)","base.snomed","http://snomed.info",hc_patient.species_421297000,16,"Family"
hc_patient.species_107285002,"107285002","acrochordidae","Family Acrochordidae (organism)","base.snomed","http://snomed.info",hc_patient.species_421330002,16,"Family"
hc_patient.species_422161000,"422161000","African burrowing asp","Family Atractaspididae (organism) aka stiletto snake","base.snomed","http://snomed.info",hc_patient.species_421330002,16,"Family"
hc_patient.species_107281006,"107281006","boidae","Family Boidae (organism) Includes boa, python","base.snomed","http://snomed.info",hc_patient.species_421330002,16,"Family"
hc_patient.species_107286001,"107286001","colubrid snake","Family Colubridae - colubrid (organism)","base.snomed","http://snomed.info",hc_patient.species_421330002,16,"Family"
hc_patient.species_107290004,"107290004","elapid","Family Elapidae (organism)","base.snomed","http://snomed.info",hc_patient.species_421330002,16,"Family"
hc_patient.species_107289008,"107289008","hydrophiidae","Family Hydrophiidae (organism)","base.snomed","http://snomed.info",hc_patient.species_421330002,16,"Family"
hc_patient.species_107291000,"107291000","viperid snake","Family Viperidae (organism)","base.snomed","http://snomed.info",hc_patient.species_421330002,16,"Family"
hc_patient.species_303251000,"303251000","slender blind snake","Family Leptotyphlopidae (organism) aka threadsnake","base.snomed","http://snomed.info",hc_patient.species_421345009,16,"Family"
hc_patient.species_422138002,"422138002","typhlopidae","Family Typhlopidae (organism)","base.snomed","http://snomed.info",hc_patient.species_421345009,16,"Family"
hc_patient.species_421577006,"421577006","daphniidae","Family Daphniidae (organism)","base.snomed","http://snomed.info",hc_patient.species_421859005,16,"Family"
hc_patient.species_420722009,"420722009","oregoniidae","Family Oregoniidae (organism)","base.snomed","http://snomed.info",hc_patient.species_422019008,16,"Family"
hc_patient.species_449461002,"449461002","bataguridae","Family Bataguridae (organism)","base.snomed","http://snomed.info",hc_patient.species_448557001,16,"Family"
hc_patient.species_107250002,"107250002","carettochelyidae","Family Carettochelyidae (organism)","base.snomed","http://snomed.info",hc_patient.species_448557001,16,"Family"
hc_patient.species_107252005,"107252005","chelidae","Family Chelidae (organism)","base.snomed","http://snomed.info",hc_patient.species_448557001,16,"Family"
hc_patient.species_107248005,"107248005","cheloniidae","Family Cheloniidae (organism)","base.snomed","http://snomed.info",hc_patient.species_448557001,16,"Family"
hc_patient.species_107243001,"107243001","chelydridae","Family Chelydridae (organism)","base.snomed","http://snomed.info",hc_patient.species_448557001,16,"Family"
hc_patient.species_107253000,"107253000","dermatemydidae","Family Dermatemydidae (organism)","base.snomed","http://snomed.info",hc_patient.species_448557001,16,"Family"
hc_patient.species_107247000,"107247000","dermochelyidae","Family Dermochelyidae (organism)","base.snomed","http://snomed.info",hc_patient.species_448557001,16,"Family"
hc_patient.species_107245008,"107245008","emydidae","Family Emydidae (organism)","base.snomed","http://snomed.info",hc_patient.species_448557001,16,"Family"
hc_patient.species_107244007,"107244007","kinosternidae","Family Kinosternidae (organism)","base.snomed","http://snomed.info",hc_patient.species_448557001,16,"Family"
hc_patient.species_107251003,"107251003","pelomedusidae","Family Pelomedusidae (organism)","base.snomed","http://snomed.info",hc_patient.species_448557001,16,"Family"
hc_patient.species_107254006,"107254006","platysternidae","Family Platysternidae (organism)","base.snomed","http://snomed.info",hc_patient.species_448557001,16,"Family"
hc_patient.species_107246009,"107246009","testudinidae","Family Testudinidae (organism)","base.snomed","http://snomed.info",hc_patient.species_448557001,16,"Family"
hc_patient.species_107249002,"107249002","trionychidae","Family Trionychidae (organism)","base.snomed","http://snomed.info",hc_patient.species_448557001,16,"Family"
hc_patient.species_107265001,"107265001","iguanian lizard","Family Agamidae (organism) Includes Old World abroreal lizard, agamid lizard","base.snomed","http://snomed.info",hc_patient.species_327771000009100,16,"Family"
hc_patient.species_107267009,"107267009","chamaeleonidae","Family Chamaeleonidae (organism)","base.snomed","http://snomed.info",hc_patient.species_327771000009100,16,"Family"
